"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties"
"CHEMBL49056";"";"None";"453.95";"0";"4.71";"1j";"COc1ccc(C2=C(c3ccc(S(C)(=O)=O)cc3)CN(c3ccccc3Cl)C2=O)cc1";"IC50";"'='";"220.0";"nM";"6.66";"";"";"UO_0000065";"14.67";"0.29";"1.95";"10.45";"0";"CHEMBL760081";"Biochemical index for Prostaglandin G/H synthase 2 measured as, PGE-2 levels in lipopolysaccharide (LPS)-challenged human whole blood";"B";"BAO_0000221";"tissue-based format";"None";"CHEMBL3638178";"Blood";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1133261";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2000";"None";""
"CHEMBL2333742";"";"None";"401.89";"0";"4.25";"1f";"COc1ccc(/C=C/c2cc(OC)cc(OC)c2/C=C/C(=O)NCCCl)cc1";"IC50";"'='";"1360.0";"nM";"5.87";"";"";"UO_0000065";"14.60";"0.29";"1.62";"10.33";"0";"CHEMBL2340595";"Inhibition of COX-2 (unknown origin) by chemiluminescence assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2331353";"1";"Scientific Literature";"Eur J Med Chem";"2013";"None";""
"CHEMBL521";"IBUPROFEN";"4.0";"206.28";"0";"3.07";"Ibuprofen";"CC(C)Cc1ccc(C(C)C(=O)O)cc1";"IC50";"'='";"1100.0";"nM";"5.96";"";"";"UO_0000065";"28.89";"0.54";"2.89";"15.97";"1";"CHEMBL2317149";"Inhibition of human recombinant COX2";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2311446";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2013";"None";""
"CHEMBL118";"CELECOXIB";"4.0";"381.38";"0";"3.51";"Celecoxib";"Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1";"IC50";"'='";"530.0";"nM";"6.28";"";"";"UO_0000065";"16.46";"0.33";"2.77";"8.05";"0";"CHEMBL760081";"Biochemical index for Prostaglandin G/H synthase 2 measured as, PGE-2 levels in lipopolysaccharide (LPS)-challenged human whole blood";"B";"BAO_0000221";"tissue-based format";"None";"CHEMBL3638178";"Blood";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1133261";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2000";"None";""
"CHEMBL296078";"";"None";"443.88";"0";"4.68";"47";"CN(C)c1ccc(-c2nc(C(F)(F)F)cn2-c2ccc(S(C)(=O)=O)cc2)cc1Cl";"IC50";"'='";"320.0";"nM";"6.50";"";"";"UO_0000065";"14.63";"0.31";"1.81";"11.77";"1";"CHEMBL762906";"Concentration required to inhibit human Prostaglandin G/H synthase 2 (COX-2) by 50%";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1130039";"1";"Scientific Literature";"J Med Chem";"1997";"None";""
"CHEMBL122";"ROFECOXIB";"4.0";"314.36";"0";"2.56";"2";"CS(=O)(=O)c1ccc(C2=C(c3ccccc3)C(=O)OC2)cc1";"IC50";"'='";"170.0";"nM";"6.77";"";"";"UO_0000065";"21.53";"0.42";"4.21";"11.20";"1";"CHEMBL1917972";"Inhibition of human recombinant COX2 expressed in Sf21 cells assessed as conversion of arachidonic acid to PGE2 preincubated for 15 mins measured after 5 mins by enzyme immunoassay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"Sf21";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1914427";"1";"Scientific Literature";"Bioorg Med Chem";"2011";"CHEMBL4106362";""
"CHEMBL278246";"";"None";"388.54";"0";"3.62";"18e";"C/C(=C1/SC(N=C(N)N)=NC1=O)c1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1";"IC50";"'='";"12000.0";"nM";"4.92";"";"";"UO_0000065";"12.66";"0.25";"1.30";"4.31";"0";"CHEMBL655562";"IC50 against recombinant human Prostaglandin G/H synthase 2";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1132621";"1";"Scientific Literature";"J Med Chem";"1999";"None";""
"CHEMBL93";"ZILEUTON";"4.0";"236.30";"0";"2.73";"Zileuton";"CC(c1cc2ccccc2s1)N(O)C(N)=O";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL769657";"The compound was evaluated for its inhibitory activity against Prostaglandin G/H synthase 2 using osteosarcomes cells";"B";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1135226";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2002";"None";""
"CHEMBL578";"ENALAPRIL";"4.0";"376.45";"0";"1.60";"ENALAPRIL";"CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)O";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909131";"DRUGMATRIX: Cyclooxygenase COX-2 enzyme inhibition (substrate: Arachidonic acid)";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"Sf21";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL4106362";""
"CHEMBL2347674";"";"None";"390.49";"0";"2.94";"13a";"CCS(=O)(=O)c1nc(-c2ccccc2)c(-c2ccc(S(C)(=O)=O)cc2)[nH]1";"IC50";"'='";"240.0";"nM";"6.62";"";"";"UO_0000065";"16.95";"0.35";"3.68";"6.83";"0";"CHEMBL2353244";"Inhibition of COX2 in human blood assessed as TxB2 level after 1 hr by enzyme immunoassay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2346538";"1";"Scientific Literature";"Bioorg Med Chem";"2013";"None";""
"CHEMBL97179";"";"None";"413.90";"1";"5.19";"5";"CCCCOC(=O)Cc1c(C)n(C(=O)c2ccc(Cl)cc2)c2ccc(OC)cc12";"IC50";"'='";"50.0";"nM";"7.30";"";"";"UO_0000065";"17.64";"0.34";"2.11";"12.69";"0";"CHEMBL762913";"In vitro inhibitory activity against human Prostaglandin G/H synthase 2 (66 nM) using [14C]AA (50 uM) was determined";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1133457";"1";"Scientific Literature";"J Med Chem";"2000";"None";""
"CHEMBL105";"MITOMYCIN";"4.0";"334.33";"0";"-1.65";"MITOMYCIN C";"CO[C@@]12[C@H](COC(N)=O)C3=C(C(=O)C(C)=C(N)C3=O)N1C[C@@H]1N[C@@H]12";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909131";"DRUGMATRIX: Cyclooxygenase COX-2 enzyme inhibition (substrate: Arachidonic acid)";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"Sf21";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL4106362";""
"CHEMBL320961";"";"None";"381.38";"0";"3.67";"111";"Cc1cccc(-c2nc(C(F)(F)F)cn2-c2ccc(S(C)(=O)=O)cc2)n1";"IC50";"'='";"2884.03";"nM";"5.54";"";"";"UO_0000065";"14.53";"0.29";"1.87";"8.54";"0";"CHEMBL763870";"Inhibition of human Prostaglandin G/H synthase 2";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1134614";"1";"Scientific Literature";"J Med Chem";"2001";"None";""
"CHEMBL42442";"OXFENDAZOLE";"2.0";"315.35";"0";"2.91";"OXFENDAZOLE";"COC(=O)Nc1nc2cc([S+]([O-])c3ccccc3)ccc2[nH]1";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909131";"DRUGMATRIX: Cyclooxygenase COX-2 enzyme inhibition (substrate: Arachidonic acid)";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"Sf21";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL4106362";""
"CHEMBL134";"CLONIDINE";"4.0";"230.10";"0";"2.36";"CLONIDINE";"Clc1cccc(Cl)c1NC1=NCCN1";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909131";"DRUGMATRIX: Cyclooxygenase COX-2 enzyme inhibition (substrate: Arachidonic acid)";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"Sf21";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL4106362";""
"CHEMBL1909065";"MADURAMICIN";"-1.0";"917.14";"2";"4.32";"LYSERGOL";"CO[C@@H]1[C@@H](OC)[C@H](C)[C@@](O)(CC(=O)O)O[C@H]1[C@H](C)[C@H]1O[C@@]2(CC[C@@](C)([C@H]3CC[C@@](C)([C@@H]4O[C@@H]([C@H]5O[C@](C)(O)[C@H](C)C[C@@H]5C)C[C@@H]4O[C@@H]4C[C@H](OC)[C@@H](OC)[C@H](C)O4)O3)O2)C[C@H](O)[C@H]1C";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909131";"DRUGMATRIX: Cyclooxygenase COX-2 enzyme inhibition (substrate: Arachidonic acid)";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"Sf21";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL4106362";""
"CHEMBL1909072";"PIPAMAZINE";"4.0";"401.96";"0";"4.53";"PIPAMAZINE";"NC(=O)C1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909131";"DRUGMATRIX: Cyclooxygenase COX-2 enzyme inhibition (substrate: Arachidonic acid)";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"Sf21";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL4106362";""
"CHEMBL188921";"BUFLOMEDIL";"4.0";"307.39";"0";"2.77";"BUFLOMEDIL";"COc1cc(OC)c(C(=O)CCCN2CCCC2)c(OC)c1";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909131";"DRUGMATRIX: Cyclooxygenase COX-2 enzyme inhibition (substrate: Arachidonic acid)";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"Sf21";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL4106362";""
"CHEMBL347697";"";"None";"495.77";"1";"10.15";"22";"CCCCCCCCCCCCCCCc1cccc(OCC)c1CSc1nc2ccccc2o1";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL760082";"Inhibitory activity against Prostaglandin G/H synthase 2 in human whole blood assay as LPS induced PGE-2 generation.";"B";"BAO_0000221";"tissue-based format";"None";"CHEMBL3638178";"Blood";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1145760";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2003";"None";""
"CHEMBL185621";"";"None";"381.43";"0";"3.91";"21";"Cc1ccc2c(-c3ccc(S(C)(=O)=O)cc3)c(-c3ccc(F)cc3)nn2n1";"IC50";"'='";"24.0";"nM";"7.62";"";"";"UO_0000065";"19.98";"0.39";"3.71";"11.84";"0";"CHEMBL833052";"Inhibition of human cyclooxygenase-2 expressed in COS cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"COS";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1138006";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2004";"None";""
"CHEMBL94494";"";"None";"443.45";"0";"4.26";"9";"Cc1cc2c(cc1F)-c1c(c(C(F)(F)F)nn1-c1ccc(S(N)(=O)=O)cc1)SC2";"IC50";"'='";"16.0";"nM";"7.80";"";"";"UO_0000065";"17.58";"0.37";"3.54";"10.00";"0";"CHEMBL3055175";"Inhibition of COX-2 (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3046769";"1";"Scientific Literature";"Med Chem Res";"2009";"None";""
"CHEMBL316455";"";"None";"429.42";"0";"3.95";"8";"NS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)c3c2-c2ccc(F)cc2CS3)cc1";"IC50";"'='";"40.0";"nM";"7.40";"";"";"UO_0000065";"17.23";"0.36";"3.45";"9.49";"0";"CHEMBL3055175";"Inhibition of COX-2 (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3046769";"1";"Scientific Literature";"Med Chem Res";"2009";"None";""
"CHEMBL95021";"";"None";"395.36";"0";"3.10";"4";"NS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)c3c2-c2ccccc2OC3)cc1";"IC50";"'='";"1330.15";"nM";"5.88";"";"";"UO_0000065";"14.86";"0.30";"2.78";"6.74";"0";"CHEMBL3055175";"Inhibition of COX-2 (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3046769";"1";"Scientific Literature";"Med Chem Res";"2009";"None";""
"CHEMBL296370";"";"None";"391.44";"0";"3.64";"18";"C[C@H](CO)Sc1ncc(C(F)(F)F)cc1-c1ccc(S(C)(=O)=O)cc1";"IC50";"'<'";"200.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL873640";"Inhibition of Prostaglandin G/H synthase 2 in CHO whole cell assay";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"CHO whole";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1131754";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1999";"None";""
"CHEMBL6";"INDOMETHACIN";"4.0";"357.79";"0";"3.93";"Indomethacin";"COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1";"IC50";"'='";"1170.0";"nM";"5.93";"";"";"UO_0000065";"16.58";"0.32";"2.00";"8.66";"0";"CHEMBL3061100";"Inhibition of COX2 (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3045211";"1";"Scientific Literature";"Med Chem Res";"2012";"None";""
"CHEMBL295032";"";"None";"414.84";"0";"4.92";"59";"Cc1cc(Cl)cc(-c2nc(C(F)(F)F)cn2-c2ccc(S(C)(=O)=O)cc2)c1";"IC50";"'='";"80.0";"nM";"7.10";"";"";"UO_0000065";"17.11";"0.36";"2.18";"13.66";"1";"CHEMBL762906";"Concentration required to inhibit human Prostaglandin G/H synthase 2 (COX-2) by 50%";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1130039";"1";"Scientific Literature";"J Med Chem";"1997";"None";""
"CHEMBL3735929";"";"None";"545.64";"1";"3.12";"8o";"COc1cc(C2CC(c3ccc(S(C)(=O)=O)cc3)=NN2c2ccc(S(N)(=O)=O)cc2)cc(OC)c1OC";"IC50";"'='";"4670.0";"nM";"5.33";"";"";"UO_0000065";"9.77";"0.20";"2.21";"3.87";"0";"CHEMBL3738374";"Inhibition of human recombinant COX-2 preincubated for 2 mins prior to arachidonic acid addition by enzyme immuno assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3734672";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2015";"None";""
"CHEMBL1939434";"";"None";"490.42";"1";"2.80";"2";"O=C(O)/C=C/C12C=C(O)C(=O)C=C1C(=O)C1=Cc3cc(O)c(O)cc3O[C@@H](c3ccc(O)c(O)c3)[C@@H]12";"IC50";"'='";"9800.0";"nM";"5.01";"";"";"UO_0000065";"10.21";"0.19";"2.21";"2.75";"0";"CHEMBL1943091";"Inhibition of COX2 assessed as inhibition of PGE2 production using arachidonic acid as substrate after 10 mins by ELISA";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1938240";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2012";"None";""
"CHEMBL1071";"OXAPROZIN";"4.0";"293.32";"0";"4.03";"OXAPROZIN";"O=C(O)CCc1nc(-c2ccccc2)c(-c2ccccc2)o1";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909131";"DRUGMATRIX: Cyclooxygenase COX-2 enzyme inhibition (substrate: Arachidonic acid)";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"Sf21";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL4106362";""
"CHEMBL1682233";"";"None";"334.79";"0";"2.39";"3e";"CS(=O)(=O)c1ccc(-c2nnnn2-c2ccc(Cl)cc2)cc1";"IC50";"'='";"110000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1686812";"Inhibition of human recombinant COX-2 by fluorescence assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1681719";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2011";"None";""
"CHEMBL331278";"";"None";"420.47";"0";"4.31";"40";"CS(=O)(=O)c1ccc(-c2cnc(C(=O)c3ccccc3)n2-c2ccc(F)cc2)cc1";"IC50";"'='";"30.0";"nM";"7.52";"";"";"UO_0000065";"17.89";"0.34";"3.21";"10.90";"0";"CHEMBL762914";"In vitro inhibitory activity against human Prostaglandin G/H synthase 2 (COX-2) in 143982 cells";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"143982";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1145864";"1";"Scientific Literature";"J Med Chem";"2003";"None";""
"CHEMBL287447";"";"None";"398.27";"0";"2.99";"241";"NS(=O)(=O)c1ccc(-n2nc(CO)c(Cl)c2-c2ccc(Cl)cc2)cc1";"IC50";"'='";"338.84";"nM";"6.47";"";"";"UO_0000065";"16.25";"0.35";"3.48";"6.59";"0";"CHEMBL763870";"Inhibition of human Prostaglandin G/H synthase 2";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1134614";"1";"Scientific Literature";"J Med Chem";"2001";"None";""
"CHEMBL4096972";"";"None";"326.78";"0";"4.18";"18";"Cc1c(C(=O)N(C)c2ccccc2)nc2ccc(Cl)cc2c1O";"IC50";"'='";"1740.0";"nM";"5.76";"";"";"UO_0000065";"17.62";"0.34";"1.58";"10.78";"0";"CHEMBL4004893";"Inhibition of recombinant human COX2 using arachidonic acid as substrate assessed as decrease in PGF2 production preincubated for 15 mins followed by substrate addition measured after 2 mins by enzyme immunoassay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4004781";"1";"Scientific Literature";"Eur J Med Chem";"2017";"None";""
"CHEMBL420351";"";"None";"390.84";"0";"4.46";"2";"Cc1cc(=O)c(Oc2ccc(Cl)cc2)c(-c2ccc(S(C)(=O)=O)cc2)o1";"IC50";"'='";"320.04";"nM";"6.50";"";"";"UO_0000065";"16.62";"0.34";"2.03";"8.83";"0";"CHEMBL875561";"Inhibitory concentration for Cyclooxygenase-2 (Prostaglandin G/H synthase 2) in human whole blood";"B";"BAO_0000221";"tissue-based format";"Homo sapiens";"CHEMBL3638178";"Blood";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1142830";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2005";"None";""
"CHEMBL338105";"";"None";"323.42";"0";"4.06";"1h";"CS(=O)(=O)c1ccc(C2=C(c3ccc(C#N)cc3)CCC2)cc1";"IC50";"'='";"77900.0";"nM";"4.11";"";"";"UO_0000065";"12.70";"0.24";"0.05";"7.09";"0";"CHEMBL769653";"Tested for inhibition against Prostaglandin G/H synthase 2";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1127401";"1";"Scientific Literature";"J Med Chem";"1994";"None";""
"CHEMBL29766";"";"None";"385.34";"0";"3.34";"C34";"NS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)c(F)c2-c2ccccc2)cc1";"IC50";"'='";"1.7";"nM";"8.77";"";"";"UO_0000065";"22.76";"0.46";"5.43";"11.25";"0";"CHEMBL769648";"Inhibitory concentration against human prostaglandin G/H synthase 2 at 25 degrees.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1135018";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2002";"None";""
"CHEMBL4781249";"";"None";"217.02";"0";"0.95";"14";"COC1=CC(=O)C=C(Br)C1=O";"IC50";"'='";"4480.0";"nM";"5.35";"";"";"UO_0000065";"24.65";"0.66";"4.40";"12.33";"0";"CHEMBL4709176";"Inhibition of human recombinant COX-2 assessed as reduction in PGE2 level using 10 uM arachidonic acid as substrate preincubated with enzyme for 5 mins followed by substrate addition and measured after 20 mins by ELISA";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4706530";"1";"Scientific Literature";"Eur J Med Chem";"2020";"None";"TIME = 0.4167 hr"
"CHEMBL3775462";"";"None";"385.44";"1";"5.10";"10a";"CC(C(=O)O)c1ccc(-c2cccc(OC(=O)NC3CCCCC3)c2)c(F)c1";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3779451";"Inhibition of recombinant human COX2 assessed as production of PGF2-alpha preincubated with compound followed by the addition of 5 uM arachidonic acid as substrate by enzyme immunoassay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3774360";"1";"Scientific Literature";"Eur J Med Chem";"2016";"None";""
"CHEMBL1618305";"NALOXONAZINE";"None";"650.78";"1";"3.28";"NALOXONAZINE";"C=CCN1CC[C@]23c4c5ccc(O)c4O[C@H]2/C(=N/N=C2\CC[C@@]4(O)[C@H]6Cc7ccc(O)c8c7[C@@]4(CCN6CC=C)[C@H]2O8)CC[C@@]3(O)[C@H]1C5";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909131";"DRUGMATRIX: Cyclooxygenase COX-2 enzyme inhibition (substrate: Arachidonic acid)";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"Sf21";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL4106362";""
"CHEMBL296447";"";"None";"410.37";"0";"3.69";"56";"CS(=O)(=O)c1ccc(-n2cc(C(F)(F)F)nc2-c2ccc3c(c2)OCO3)cc1";"IC50";"'='";"170.0";"nM";"6.77";"";"";"UO_0000065";"16.50";"0.33";"3.08";"9.61";"1";"CHEMBL762906";"Concentration required to inhibit human Prostaglandin G/H synthase 2 (COX-2) by 50%";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1130039";"1";"Scientific Literature";"J Med Chem";"1997";"None";""
